scenario,topk,expert_rank,row,src_rank,src_token_idx,topk_slot,expert_id,is_remote,bytes,t_return_start,t_return_end,t_remote_completion,error_code
balanced,1,0,0,0,32,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,1,0,36,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,2,0,40,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,3,0,44,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,4,1,3,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,5,1,7,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,6,1,11,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,7,1,15,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,8,1,19,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,9,1,23,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,10,1,27,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,11,1,31,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,12,1,35,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,13,1,39,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,14,1,43,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,15,1,47,0,0,1,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,16,0,16,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,17,0,20,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,18,0,24,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,19,0,28,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,20,0,0,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,21,0,4,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,22,0,8,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,23,0,12,0,0,0,80,1786810846359414752,1786810846359416800,1786810846359440352,0
balanced,1,0,24,0,33,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,25,0,37,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,26,0,41,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,27,0,45,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,28,1,0,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,29,1,4,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,30,1,8,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,31,1,12,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,32,1,16,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,33,1,20,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,34,1,24,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,35,1,28,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,36,1,32,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,37,1,36,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,38,1,40,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,39,1,44,0,1,1,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,40,0,17,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,41,0,21,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,42,0,25,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,43,0,29,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,44,0,1,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,45,0,5,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,46,0,9,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,0,47,0,13,0,1,0,80,1786810846359417824,1786810846359419872,1786810846359440352,0
balanced,1,1,0,0,34,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,1,0,38,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,2,0,42,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,3,0,46,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,4,1,17,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,5,1,21,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,6,1,25,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,7,1,33,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,8,1,29,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,9,1,37,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,10,1,41,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,11,1,45,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,12,1,1,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,13,1,5,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,14,1,9,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,15,1,13,0,2,0,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,16,0,18,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,17,0,22,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,18,0,26,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,19,0,30,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,20,0,2,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,21,0,6,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,22,0,10,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,23,0,14,0,2,1,80,1786810847575074784,1786810847575077856,1786810847575101408,0
balanced,1,1,24,0,35,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,25,0,39,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,26,0,43,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,27,0,47,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,28,1,18,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,29,1,22,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,30,1,26,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,31,1,34,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,32,1,30,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,33,1,38,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,34,1,42,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,35,1,46,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,36,1,2,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,37,1,6,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,38,1,10,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,39,1,14,0,3,0,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,40,0,19,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,41,0,23,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,42,0,27,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,43,0,31,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,44,0,3,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,45,0,7,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,46,0,11,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
balanced,1,1,47,0,15,0,3,1,80,1786810847575077856,1786810847575079904,1786810847575101408,0
skewed,2,0,0,1,32,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,1,1,33,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,2,1,0,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,3,1,34,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,4,1,16,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,5,1,1,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,6,1,35,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,7,1,17,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,8,1,2,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,9,1,36,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,10,1,18,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,11,1,3,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,12,1,37,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,13,1,19,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,14,1,4,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,15,1,38,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,16,1,20,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,17,0,32,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,18,1,5,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,19,1,39,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,20,1,21,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,21,0,33,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,22,1,6,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,23,1,40,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,24,1,22,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,25,0,34,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,26,1,7,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,27,1,41,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,28,1,23,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,29,0,35,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,30,0,0,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,31,1,8,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,32,0,16,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,33,1,42,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,34,1,24,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,35,0,36,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,36,0,1,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,37,1,9,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,38,0,17,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,39,1,43,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,40,1,25,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,41,0,37,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,42,0,2,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,43,1,10,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,44,0,18,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,45,1,44,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,46,1,26,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,47,0,38,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,48,0,3,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,49,1,11,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,50,0,19,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,51,1,45,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,52,1,27,0,0,1,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,53,0,39,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
skewed,2,0,54,0,4,0,0,0,80,1786810846901984224,1786810846901987296,1786810846902000608,0
